Year,Sqft,Bedrooms,Bathrooms,Floors,Price
2011,2800,4,3.25,2,325000
2014,2060,3,2.5,2,324747
1964,1970,3,1.75,1,315000
2014,1820,3,2.5,2,307635
1967,1710,3,1.75,1,290000
1953,1040,3,1,1,285650
1989,1840,3,1.75,1,274950
1999,800,2,1,2,269500
1979,2050,3,1.75,1,265000
1928,810,2,1,1,260600
1936,570,2,1,1,260000
1972,1710,3,1,1,255000
1948,1180,1,1,1,229500
1976,1300,3,1.5,1,226500
1900,1020,3,1,1,210000
1954,830,2,1,1,200000
1947,940,2,1,1,121800
1911,3280,4,2.5,2,2300000
1923,3100,4,3.25,2,1450000
1964,3850,5,3,1,1400000
2014,4100,4,3.75,2,1350000
2014,3870,5,4,2,1300000
1962,3200,4,2.25,2,1220000
1977,3600,6,2.75,1,1000000
1967,1780,4,1.75,1,1000000
2014,4280,5,4.5,2,995500
1919,2450,4,2,2,969000
2003,4510,5,3.5,2,960000
1986,4040,3,3,2,950000
1929,2670,4,2.5,2,925000
1965,4190,4,2.75,1,910000
2005,3180,4,3.25,2,890000
1976,2530,5,2.5,2,875000
1974,2620,4,2.5,2.5,838400
1979,2600,4,2.25,2,817000
2009,3020,4,2.5,2.5,805000
2003,2990,4,2.5,2,785000
1991,3900,4,3.25,2,780000
2014,2600,5,2.5,2,775000
1955,1170,3,1.5,1,760000
2004,2920,4,2.5,2,760000
1974,2160,4,1.75,1,753000
1984,4610,3,3.25,2,750000
1984,2120,3,2.5,2,719000
1954,1760,4,2,1,690000
2000,2440,3,2.5,2,679900
1993,2680,3,2.5,2,660000
1914,1840,3,1.75,1,650000
2014,1910,4,2.5,3,630000
1987,2580,6,3.5,1,604000
1995,2380,3,2.5,2,582000
2003,2150,3,2.5,2,580000
2014,3030,5,3.25,2,580000
1999,2070,3,2.5,2,575000
1930,1540,3,1.5,1.5,565000
2000,3220,4,2.5,2,558000
2004,1870,2,2,1,554000
1986,2320,5,3,1,552500
1929,2020,3,1,1.5,552500
2008,1380,3,2.5,2,540000
2005,1890,4,2.25,2,535000
1965,2130,4,2.25,1,534000
1978,2500,4,2.75,1,525000
1902,1410,3,2,2,520000
1990,2100,3,2.5,1,506000
1927,1220,3,1,1,500000
1997,1830,3,2.75,2,495000
1971,2590,3,1.75,1,485000
2014,2010,3,2.5,2,479990
1972,1370,3,1.75,1,460000
2013,2820,4,2.5,2,457000
1979,2490,4,2.25,1,454800
1956,2600,3,2.25,1,452000
1967,1680,3,2,1,450000
1979,1960,4,3.25,2,445000
2005,2230,3,2.5,2,445000
1959,1980,3,2.25,1,437000
1954,1690,3,1.5,1.5,430000
1977,1670,3,2.25,1,425000
2007,2070,4,2.5,2,425000
2014,1900,4,2.5,2,425000
1961,1980,4,1.75,1,416000
1959,2000,3,1.75,1.5,415000
2014,1690,3,2.5,2,413565
1955,2160,5,2.75,1.5,402000
1922,2010,2,2,1.5,400000
2006,1360,3,2.25,2,399950
1951,960,2,1,1,395000
1948,1190,3,1.5,1.5,375000
1966,2190,4,2.5,1,370000
1958,1640,3,1.5,1,365000
1917,1170,3,1.5,1,360000
1981,1060,3,1.5,1,354000
1989,2060,3,2.5,2,348000
1998,1650,3,2.5,2,334999
1967,1550,4,1.75,1,330000
2014,2475,4,2.75,2,319900
1977,1530,3,1.75,1,317000
1967,1490,3,1.75,1,310000
2003,1960,3,2.25,2,310000
1968,1340,3,1.5,1,309500
1963,2020,3,2.5,1,300000
1923,740,1,1,1,299000
1965,2930,4,2,1.5,294000
1955,1400,3,1,1,279000
1929,1680,5,1,1,274000
1963,1380,3,1.5,1,272000
1966,1750,5,1.75,1,269900
2003,1210,3,2,1,269000
1966,1560,3,2,1,260750
1922,780,1,1,1,250000
1949,990,3,1,1,250000
1970,1850,3,2,1,245000
1944,1580,3,1.75,1,242000
1959,2210,6,1.75,1,240000
1960,1570,4,1.75,1,239900
1968,1710,3,2,1,237000
1949,870,2,1,1,235000
1967,1330,3,1,2,235000
1968,2020,4,1.75,1,220000
1938,1530,4,1.75,1.5,220000
1939,1190,2,2,1,210000
1968,1080,3,1.75,1,185000
1975,1050,2,1.75,1.5,175000
1931,1570,3,1.5,1.5,169000
1954,1700,4,2,1,161000
2006,3890,3,3.25,2,2250000
2013,4390,5,3.5,2,1880000
2000,5000,5,5,2,1250000
1965,2620,4,2.25,1,950000
1991,3300,4,2.5,2,925000
1993,2500,3,2.5,2,895000
2003,3420,5,3.25,2,855000
1945,2440,3,1.75,1,765000
1998,1833,3,3,3,719000
1994,3100,4,2.5,2,700000
1956,1860,2,1.75,1,672500
1977,3020,4,2.75,1,670000
1948,2540,4,1.75,1,655000
1962,3160,4,2.75,1,655000
1953,2340,4,1.75,1,650500
2013,2500,3,2.5,1,650000
2001,2620,4,2.5,2,648000
1911,2100,4,1.75,1.5,640000
2005,1610,3,3.25,2,630000
1979,2390,4,2.25,1,606000
1989,2310,4,2.75,1,592100
1987,2510,4,2.5,2,575000
1989,2480,3,2.5,2,555000
1960,2230,4,2.75,1,550000
1954,1630,3,1,1,550000
1988,2040,4,2.5,2,545000
1959,2370,3,2.5,1,540000
1976,2490,4,2.5,2,532500
2003,1264,3,2.25,2,530000
1907,1530,3,2,1,529000
1979,2300,3,1.75,1,525000
1975,2510,5,2.5,1,510000
1993,1880,3,2.5,2,509950
1961,2060,5,2.25,1,509500
1963,1600,3,1.75,1,480000
2001,1290,3,2,3,450000
1917,1400,3,1,1,435000
1988,1610,3,2,1,435000
1976,2820,4,3.25,2,432000
2014,2710,5,2.75,2,430760
2007,2420,2,2.5,2,430000
2006,1550,3,3.25,3,430000
1965,2930,6,2.25,1,429300
2002,2390,4,2.5,2,425000
1909,2520,4,2.25,1.5,415000
1938,800,2,1,1,404500
1971,1910,4,1.75,1,390000
1971,1520,4,1,1.5,389000
1912,1800,4,1.75,1.5,385000
2008,1650,2,2.5,2,382000
2013,1867,4,2.5,2,378950
1960,1800,4,2.5,1,375000
1973,1390,3,1.75,1,374150
1940,2980,5,3,1,367500
1982,1270,2,1.75,1,365000
1999,1950,3,2,1,361000
1944,1430,2,1,1.5,350000
1949,1370,3,1,1.5,350000
2006,1570,2,3.25,2,349950
2010,1640,3,2,1,342000
1911,1140,3,1,1.5,329000
1977,1980,3,1.75,1,329000
1933,1840,4,1.75,1,327000
2004,2030,4,2.5,2,310950
2003,950,2,1.5,2,304000
2005,1910,4,2.5,2,300000
1999,1260,3,2.5,2,300000
1924,2120,2,1.75,1,300000
2007,1880,3,2.5,2,300000
2002,1330,3,2.5,3,300000
1948,1280,3,1,1,296500
1976,1120,2,1,1,290000
1990,1940,3,2.5,2,285000
1975,1594,4,2.5,1,269000
1986,1760,3,2.5,2,267000
1968,1750,3,1.75,1,260000
1922,1900,4,1.75,1.5,257000
1950,790,2,1,1,245500
1967,2210,3,2.25,1,245000
1941,1670,2,1.5,1,240000
1951,1760,4,1.5,1.5,235000
1981,1410,3,1,1,211000
1949,1000,2,1,1,200000
1928,1380,4,1,1,185000
1969,770,2,1,1,176000
1997,3200,4,2.5,3,1450000
1941,2020,4,2.25,1,1230000
2006,4610,5,3.25,2,1200000
1927,2560,3,1.5,1.5,1090000
1959,2500,5,2.75,1,799000
2008,3390,4,3.5,2,775000
2005,2280,2,2.5,1,752500
1968,2460,4,2.25,1,715000
1972,2290,3,2.5,1,685900
2001,2100,4,2.25,3,650000
1958,1980,3,2,1,637000
1930,2180,3,3,1.5,634950
1956,2330,5,2,1,630000
1929,1660,3,2.25,1.5,620000
1928,2680,4,2.5,1.5,612000
2005,2520,4,2.5,2,598500
1919,1550,4,1,1.5,533000
1960,1170,4,1.5,1,525000
1961,1560,3,1.75,1,500000
2006,1340,2,1.5,2,485500
1979,1710,3,1.75,1,480000
2003,1690,3,2.5,2,464000
1977,1960,3,2.25,2,450000
1978,2500,4,2.5,1,450000
1949,1520,4,1.75,1,450000
2003,1770,3,3.25,2,450000
1920,1050,3,1,1,435000
2002,2075,3,2.5,2,433200
1984,1920,3,2,1,433000
1955,1940,4,1.75,1,420000
2007,1470,3,2.5,2,420000
1996,2260,4,2.5,2,419950
1977,1630,4,2.25,1,412500
1979,1440,3,1.75,1,410000
1918,2220,4,1.75,1,397500
1991,1690,3,2.5,1,390000
1987,2320,3,2.5,1,375000
1947,1450,4,1,1.5,375000
1949,820,2,1,1,370000
2005,2420,4,2.75,2,369000
2014,2170,5,2.5,2,359800
2009,1370,2,2.5,2,355000
1926,1390,3,1,1,350000
1954,1740,4,2,1,339999
1962,1900,3,1.5,1,335000
1956,1870,4,1.5,2,325000
1967,2640,4,2.75,1,320000
1995,1930,4,2.5,2,319000
1983,1440,3,2.25,2,313500
1903,860,2,1,1,311000
2007,2690,4,2.5,2,311000
1988,1140,3,1.5,2,310000
1904,880,2,1,1,292000
1956,1900,4,1,1,270000
1948,1747,2,1,2.5,267500
1961,900,2,1,1,252500
1960,1700,3,1,1,250000
1912,930,2,1,1,230950
1948,840,2,0.75,1,210000
1951,790,2,1,1,198000
1979,1580,3,1.75,1,195000
1955,1010,3,1,1,180000
2013,5310,7,4.75,2,2300000
2005,3230,3,3.25,2,1780000
1988,4330,4,3.5,2,1700000
1988,4670,4,3.25,2,1580000
1990,4010,4,2.5,2,1330000
1915,3650,9,4.5,2,1280000
2014,2910,4,2.5,2,1040000
2007,4690,4,3.75,2,1020000
1963,3470,4,2.5,2,994000
1980,2620,3,3.25,1,900000
1900,3400,5,4,2,870000
1978,2810,4,2.75,1,812500
1998,3100,4,2.75,2,795000
1906,1940,3,2.5,1.5,725000
1965,2880,4,2.25,2,725000
2001,3510,4,3.5,2,723000
1956,1610,3,1,1,715000
2014,1590,3,2.25,2,665000
1980,1780,3,2.5,1,635000
1977,2290,4,2.5,2,630000
1959,2270,4,1.75,1,615000
1986,2260,3,2.5,1,610000
1988,2210,3,2.5,2,590000
2014,1660,3,2.5,3,559950
1928,1830,3,1.75,1,550000
1954,1820,6,1.75,1,545000
1953,910,2,1,1,533050
1988,2050,4,2.75,1,528000
2003,1890,4,2.25,2,520000
1996,2550,4,2.5,2,512000
1993,2590,4,2.5,2,500000
1978,3180,5,2.5,1,499950
1978,3010,3,2.25,2,499000
1976,2630,5,2.75,1,495000
1942,1000,2,1.5,1,488000
1974,2430,4,1.75,1,459950
2005,2470,3,2.5,2,445000
1977,1860,3,2.25,1,445000
1994,1980,3,2.5,2,442000
1926,970,2,1,1,425000
2013,2760,5,3.5,2.5,424950
2013,2760,5,3.5,2.5,424950
1954,1470,3,1.5,1,418900
1923,770,2,1,1,407500
1927,880,2,1,1,405000
1949,1400,2,1,1,401000
1978,1940,3,2,1,399000
1954,1030,3,1,1,397500
2005,1430,3,2.25,3,397500
1988,2570,4,3,1,390000
1959,1870,3,1.75,1,390000
2010,2198,3,2.5,2,388000
2006,1350,3,2.5,3,377500
2004,2190,3,2.5,2,365000
2011,2575,4,2.5,2,359000
2014,2050,4,3,2,353500
1999,1540,3,2.5,2,345000
2012,2623,4,2.5,2,333000
2005,2600,5,2.5,2,330000
1948,1010,3,1,1,318000
1982,1150,2,1.5,2,300000
1955,1200,3,1,1,299000
2002,1670,3,2.5,2,289950
1994,1860,3,2.25,2,280000
1966,1940,4,1.75,1,274000
1942,1200,3,2,1,272000
1994,1980,3,2.5,2,272000
1968,2630,5,2.5,1.5,270000
1959,1470,3,2.25,1,270000
1978,2270,3,1.75,1,258000
2000,1700,4,2.5,2,245000
1940,720,2,1,1,235000
1944,1500,4,1,1.5,235000
1968,1350,3,1.75,1,225000
1907,1010,2,1,2,219950
1968,1200,4,1,1,210000
1952,700,2,1,1,199950
1973,1040,2,1,1,182500
2008,1760,3,3.25,3,469950
1964,1300,3,1.75,1,249000
1910,1430,3,2.5,1.5,720001
2004,2150,3,2.5,2,378000
1977,2320,4,2.25,2,260000
2014,4410,3,3.5,2,3000000
1996,6055,4,5,1,1760000
1963,2610,3,2.25,1,1520000
1931,3110,4,3,2.5,1420000
2006,4010,4,3.5,2,1390000
1905,2850,4,3.25,2.5,1330000
1999,2930,3,2.25,3,1050000
2014,3130,4,3.5,3,1010000
2005,4390,5,3.5,2,971000
1963,2630,4,1.75,1,968000
1938,2460,3,1.75,1,960000
1919,2710,5,3,2,925000
2014,3170,5,2.75,2,890776
1994,3220,4,2.75,2,890000
1904,1313,2,2,1,885000
1968,2910,5,2.25,2,870000
2011,3390,4,2.75,2,859900
2004,3050,3,2.5,1,840000
1996,4280,5,4,2,839000
1993,2570,4,2.5,1.5,800000
2014,2490,4,2.5,2,778983
1984,4220,4,2.25,1,775000
1965,3380,3,2.5,2,749000
1948,2350,3,2.25,1,735000
1989,2160,3,2.5,2,733000
1990,3410,3,2.5,2,725000
2005,2860,5,2.75,2,720000
1941,2070,4,2,1,699950
2014,2520,4,2.75,2,689950
1960,1820,3,2.25,1,680000
1965,2460,4,2.5,1,640000
1925,1780,2,1.75,1,639950
2014,2010,3,2.5,2,639000
1981,1530,4,2.25,1,620000
1999,2670,4,2.5,2,603000
1977,1810,4,1.75,1,600000
2014,1650,3,1.75,3,599000
1989,2220,3,1.75,1,585000
1983,2770,2,1.75,2,575000
1990,3150,3,2.5,2,570000
1983,2060,4,2.25,2,543000
1976,1650,3,1.75,1,539900
2005,3040,5,3,2,538900
1957,1660,3,1,1,535000
1979,2160,3,2.5,1,532500
2001,3430,3,2.5,2,515000
2005,2610,3,2.5,2,515000
2006,3361,5,2.5,2,511000
1976,2890,6,2.75,1,508000
1905,970,2,1,1,495000
1962,1060,3,1,2,476500
2000,1670,3,2.5,2,475200
1926,1550,3,1.75,1.5,475000
2001,2460,3,2.5,1,464000
1978,2340,3,1.75,1.5,459900
1986,2720,3,2.75,3,455000
1996,4050,9,7.5,2,450000
1929,1290,3,1,1,450000
2014,2692,4,2.5,2,436472
1995,2210,3,3.25,2,429000
1986,2700,3,3,2,420000
1965,2300,3,2.75,1,420000
1967,3900,3,2.75,2,415000
2002,2230,4,2.5,2,415000
1968,1640,4,1.75,1,402000
1952,1460,3,1,1,400000
2012,2393,3,2.5,2,400000
2003,3000,4,3,2,398950
1911,930,2,1,1,390000
2003,2810,4,2.5,2,386000
1969,1330,3,1.75,1,381000
1991,1730,3,2.5,1,379260
1960,1930,4,2.25,1,367500
1977,1350,3,2,1,366000
2000,1590,3,2.5,2,355000
1975,1870,3,2.25,1,350500
1909,1320,3,1.5,1,350000
2011,1580,3,2.5,2,349900
1994,1140,3,2,1,340000
1998,2440,3,2.5,2,335000
1961,1700,3,2,1,334500
1947,1070,2,1,1,327000
1980,1100,2,1,1,325000
2006,1280,2,2.5,2,319950
1979,2150,4,2.5,1,317500
1992,1870,4,2.5,2,314000
2002,2460,3,2.5,2,305000
1994,1450,3,2.25,2,297000
1979,1440,3,1.75,1,295000
1999,1560,3,2.5,2,292000
1992,1670,3,2.5,2,290700
2006,1076,2,1.5,3,290000
1985,2860,3,2,1,289275
1951,720,2,1,1,280000
2011,1450,3,1.5,2,274000
1978,1390,3,1.75,1,270000
1968,2060,4,2.5,1,269950
1959,1220,3,1,1,253500
1937,770,2,1,1,252500
1955,1100,3,1,1,233000
1942,1370,3,1,1,229000
1979,1200,3,1.5,1,229000
2003,1230,3,2,2,209000
1963,1490,3,1,1,205950
1942,1048,1,1.5,1,199950
1962,1060,3,1,1,169500
1940,900,2,1,1,140000
1991,7000,4,3.25,1,3200000
1911,5210,5,3.25,2.5,2200000
2004,4240,4,4.5,2,2190000
2003,4610,4,3.5,2,1650000
1999,3910,3,2.5,2,961500
1989,3140,4,3,1,946000
1976,2710,4,1.75,1,925000
1998,3210,4,2.5,2,915000
1925,2420,3,1.5,2,870000
1911,1950,3,2.25,1.5,850000
1958,2400,4,2.75,1,839000
1924,1450,2,1,1,822500
2005,4170,4,3.5,2,810000
2014,1860,3,2.25,3,799950
2014,2720,4,3.5,2,790000
1942,1260,2,0.75,1.5,785000
1910,1180,1,1,1.5,713000
2001,2780,4,2.5,2,690000
2004,2250,3,2.5,2,675000
1998,2480,3,3.5,2,640000
1939,1830,4,1.75,1,639000
1955,1880,5,1.75,1,618000
1929,1440,3,1,1.5,600000
1984,2050,4,2.25,2,595000
1987,2340,4,2.5,2,590000
1919,1920,4,1.75,1,589000
2006,1720,3,3,3,589000
1978,3160,5,2.75,2,540000
1977,2130,3,2.25,2,534950
1979,2240,3,2.25,1,527000
1966,1710,3,1.75,1,522500
1954,1640,2,1,1,500000
2011,2815,5,3.5,2,491000
1959,1270,3,1,1,475000
1905,1050,2,1,1,474000
1969,2970,5,2.5,1,469500
1988,3360,4,2.25,2,465000
2008,1220,2,1.5,2.5,465000
1987,1600,3,2.5,2,455000
2002,2800,4,3,2,444000
1961,1930,3,2.5,1,432500
1959,1320,3,1,1,425000
1975,2020,3,2,1,420000
1967,2060,3,2.5,1,420000
1940,1070,2,1,1,406650
1981,1090,2,1,1,405000
1904,1060,4,1,1,403504
1977,3140,4,2.5,2,401500
1977,1810,4,1.75,2,400000
2003,1360,3,1.5,2,396500
1987,1790,4,2.75,1,390000
1975,2500,4,2.75,1,390000
1928,2160,3,1.75,1.5,385000
1966,2370,4,2.5,2,383000
2003,3060,5,2.75,2,381000
1964,2500,4,2.5,1,380000
2004,2300,4,2.5,2,380000
1968,1670,3,2,1,375000
1974,1940,4,1.75,1,375000
2005,1790,4,2.5,2,370500
1965,2810,5,1.75,1,368500
1985,2470,4,2.5,1,352000
1975,2260,4,2.5,1,350000
1983,2120,6,3.25,1,330000
1961,1340,3,1.75,1,330000
1989,1500,3,2.25,1,329500
1950,830,2,1,1,327500
1999,1630,4,2.5,2,327000
2000,1782,3,2.5,3,326000
2004,1960,4,2.5,2,325000
1974,1400,2,1,1,325000
1978,2190,4,2.25,2,320000
1996,2070,4,2.5,2,320000
1992,1900,3,2.25,2,316000
1950,2080,4,2.5,1,315000
2009,2007,4,2.5,2,305950
1978,2050,4,2.25,2,305000
1960,2340,4,1.75,1,290000
1978,2100,4,2.25,2,283500
1993,1370,3,2.5,2,280000
1960,1780,3,1.5,1,279000
2012,1400,3,2.25,2,270000
1974,1670,4,1.75,1,268500
1977,2390,5,3.5,2,267500
1992,1850,3,2,1,265000
1957,1660,3,1,1,261000
1972,1250,3,1,1,255000
1949,1100,3,1,1,241450
1985,1210,3,2,1,237000
2003,1360,2,2.5,2,225000
1962,1660,3,1.5,1,225000
1987,1430,3,2.25,2,221000
1986,1200,3,1.5,1,219000
1944,1010,2,1,1,215000
1955,820,2,1,1,207000
1980,1390,3,2,1,190500
1982,1400,2,1.5,1,190000
1954,900,2,1,1,185000
1926,670,2,1,1,183000
1954,1040,3,1,1,172500
1969,3800,4,3.25,2,2400000
1986,3670,4,2.75,2,1220000
1960,3950,4,2.75,2,1050000
1929,3180,4,4.5,2,1050000
2013,2700,3,2.5,2,950000
1926,1710,4,2,1.5,895000
1958,3070,4,2.5,1,880000
1990,3210,3,2.5,2,870000
1978,3120,3,2,1,855000
1900,3310,4,3,2.5,829000
1987,3040,3,2.75,2,825000
1960,2110,2,1.75,1,802000
1951,1050,2,1,1,800000
2014,3350,4,2.75,2,790500
1961,2840,4,2.75,1,790000
1947,2740,4,2.75,1.5,775000
1958,2500,4,2.5,1,772000
1909,2250,3,2.75,2.5,765000
1975,2250,3,2.25,2,750000
1976,2460,3,3.75,1,750000
2004,3350,4,3,2,740000
1958,2450,4,2.5,1,715000
2006,2580,3,2.5,2,698000
2014,3600,5,2.75,2,679950
1949,2000,4,1.75,1,595000
1940,1850,3,2,1,547500
1996,1900,3,2.5,2,545000
1910,1560,3,2,1.5,539950
2008,1320,3,2.75,3,535000
1968,1990,4,1.75,1,524400
1987,2280,4,2.5,2,520000
2005,2560,4,2.5,2,518000
1957,1270,3,1,1,510500
1978,1560,3,2.75,1,500000
2007,1460,3,2.5,2,499000
1970,2370,3,2,2,490000
1999,3530,5,3.5,2,487500
1980,3300,6,2.5,1,484000
1924,1170,2,1.75,1,480000
1970,2790,3,1.75,1,478000
1919,1380,3,1,1,475000
1982,2160,3,2.5,2,475000
1951,1170,3,1,1,470000
1998,1990,4,2.5,2,470000
1977,2140,4,2.25,1,465000
2000,1670,3,2.5,2,450000
1980,1780,3,1.75,1,442573
1987,2400,6,3.5,2,435000
1986,1380,3,2,1,435000
1957,1150,3,1.75,1,415950
1900,760,1,1,1,415000
2007,1950,3,2.5,2,409000
2000,1500,3,3,2,408000
2011,2927,4,2.5,2,407000
2012,1590,2,2.5,2,395825
1925,940,2,1.5,1,392000
2003,2360,3,2,2,390000
1968,1800,3,1.75,1,385000
1986,1370,2,2,1,380000
1965,2420,6,2.5,1,376000
1975,2100,4,2.25,2,375000
1968,1920,4,2.25,1,372500
1951,1750,3,1.75,1,368000
1950,2290,3,1.75,1,367950
1965,2000,3,1.75,1,367000
2004,3260,5,2.75,2,365000
1995,1320,3,2,3,350000
1991,1680,3,2,1,350000
1958,1660,2,1.75,2,335000
1989,2080,4,2.5,1,330000
1988,1760,3,2,1,322000
2002,3220,5,2.5,2,315000
1976,1880,4,1.75,1,310000
1950,1120,1,1,1.5,309950
1947,1000,4,1.75,1.5,305000
1977,2510,4,2.5,1,305000
1983,2100,3,1.75,1,299000
1955,960,3,1,1,299000
1997,1690,3,2.5,1,285000
1968,1010,1,1.75,1,283700
1964,2400,4,2.25,1.5,278000
1931,2090,2,1.75,1,275000
1962,1740,3,1.5,1,269950
1961,2120,3,1.75,1,249000
1985,2080,4,2.25,1,231500
1907,1150,4,1,1.5,225000
1994,1070,3,1.75,1,224400
1959,1150,3,1,1,221000
1985,1470,3,2.25,1,220000
1984,1310,3,1.75,1,216000
1968,1430,3,1,1,213950
1960,860,3,1,1,207000
1970,1720,5,2.5,1.5,206325
1916,880,2,1,1,199400
1956,1320,3,1.75,1,199000
1969,920,3,1,1,179000
1963,2800,5,2.25,2,1850000
2001,4160,3,3.25,3,1700000
2001,4960,5,3.75,2,1360000
1974,2710,5,4,3,1200000
1972,2910,5,2.75,1,1170000
2008,4590,10,5.25,1,1150000
2000,3700,3,3,1,1100000
2005,3430,4,2.75,1,1010000
1941,2390,3,2.25,2,980000
1948,3420,6,3,1,975000
1964,2790,4,2.5,2,950000
1986,3680,4,2.5,2,909000
1987,3690,4,2.5,2,900000
2014,3210,4,3.5,3,889000
1917,2820,6,3.25,2,875000
1944,2520,3,2.25,2,835000
1913,1850,3,1.75,1.5,819000
1930,1930,5,1.75,2,800000
2010,3310,4,3.5,2,785000
1989,2750,4,2.5,2,763776
1974,2840,4,3,1,760000
1984,2310,7,3.75,2,727160
1998,3400,4,3,2,688000
1954,2650,4,2.5,1,685000
1998,2300,3,2.5,2,683000
2005,2760,5,2.75,2,682000
1901,2530,8,2.75,2,680000
1957,2770,3,2.5,2,679000
1927,2160,5,2.75,1.5,671500
1995,2560,5,2.5,2,655000
1973,1960,4,2.25,2,610000
1998,2160,4,3.5,2,601000
1974,2270,4,2.25,1,596000
1936,2410,4,1.75,2,550000
1958,2100,4,2,1,548000
1985,1850,4,2.5,2,540000
1918,1630,4,1.75,1,540000
1971,2260,4,1.75,1,540000
2006,3150,3,2.5,2,530000
1980,2880,6,3,2,525000
1984,1810,3,2.25,1,507000
2008,3040,3,2.5,2,500000
1994,2990,3,2.25,2,500000
1972,2460,5,1.75,1,485000
1916,1130,2,1,1,485000
1963,1360,3,1,1,466950
1977,1850,3,2.25,1,461000
1977,1810,3,1.75,1,450000
1990,2450,3,2.5,2,450000
2006,2290,4,2.5,2,450000
1988,1470,3,1.75,1,449950
2003,1650,3,2.5,2,447000
1960,1480,3,1.5,1,446450
2006,1550,3,2.5,2,445000
1987,2060,3,2.5,2,440000
1988,2150,3,2.5,2,428040
1967,1700,4,1.75,1,423000
1937,1070,2,1,1,415000
1905,2350,6,2,2,400000
1998,1920,3,2.5,2,380600
1980,3120,3,2,1,375000
2011,2310,4,2.5,2,375000
1963,1970,4,1.5,1.5,374950
1969,2080,4,2.5,1,364000
1952,2200,3,1.75,1,359000
1947,900,1,1,1,350000
2008,1740,3,2.5,2,342000
1939,1120,2,1,1,335900
1924,520,2,0.75,1,330000
2002,1990,4,2.5,2,328000
1959,2320,4,1.75,1,324950
1941,820,2,1,1,324000
1962,2500,5,2.5,1,323000
1987,2020,3,2.5,2,309900
2014,2267,4,2.5,2,306000
1994,1840,3,2.5,2,297000
2003,2040,4,2.5,2,294000
1944,960,3,1,1,289500
1954,1940,4,1.5,1,280000
1956,1850,4,1.75,1,270000
2006,1300,3,2,2,270000
1910,880,1,0.5,1,255000
1977,1830,3,2.25,1,255000
1968,1320,3,1.75,1,249950
1949,720,2,1,1,248500
1910,2040,3,2,1,245000
1981,2110,3,3,1,243500
1961,1120,3,1,1,225000
1956,1070,3,1.5,1,220000
1957,1460,3,1,1,220000
1962,1400,3,1,1,217000
1953,1050,3,2,1,169100
1991,6030,3,3.75,2,1830000
1990,4370,5,3.5,2,1500000
2014,3560,4,3.5,2,1400000
1989,3700,4,3.5,2,1290000
1997,3770,4,2.5,2,1040000
1994,2560,3,3,2,925000
2005,3640,4,3.25,2,925000
1955,3950,4,2.75,1,900000
1910,1980,4,2,2,900000
2001,2970,4,3.5,2,866800
1988,3090,4,3.25,2,844000
1994,2970,3,2.5,2,820000
1920,2090,3,2,1.5,785000
2006,3430,4,2.75,2,780000
2003,2990,4,2.5,2,772000
1941,2280,3,1.75,1,750000
1992,2500,4,2.5,2,740000
1930,1740,3,1.75,1,733000
2007,3420,4,2.5,2,720000
1990,2930,3,2.75,2,710000
1939,1260,2,1,1,661000
1942,980,3,1.75,1,657500
1913,1340,3,2,1.5,650000
1950,1530,3,1,1,640000
1977,2070,4,2.25,1,625000
1921,2060,3,2,1,607000
1984,2680,3,2.25,2,590000
1947,1780,2,1.5,1,555000
1960,2060,4,2.5,1,550000
1925,1700,3,1.75,1.5,545000
1906,920,2,1,1,514000
2014,1220,3,1.5,3,500000
1977,1730,3,1.75,1,499990
2003,2740,4,3,2,495000
1975,1490,3,1.75,1,490000
1912,2010,5,2.5,1.5,475000
1991,2770,3,2.5,2,475000
1976,1340,3,2.5,1,425000
1989,1740,3,2,1,405000
2002,1160,2,1.5,2,375000
2002,1400,3,2,1,373000
1904,1010,3,1,1.5,345000
2002,2060,4,2.5,2,343888
1907,860,1,1,1,330000
1972,1040,3,1,1,330000
1991,1830,3,2.5,2,300000
1965,1580,4,2,1,300000
2014,1190,3,1.5,2,277140
1978,2180,4,2.5,1,275000
1968,1140,2,1,1,269500
1943,770,2,1,1,265000
1968,1350,3,1.5,1,259950
1958,1370,3,1,1,249950
1977,1670,4,2,1,229999
1981,1440,3,2,1,222000
1953,1200,3,1,1,214000
1966,1170,3,1,1,207500
1994,840,2,1,1,190000
1974,1050,2,1.75,1,187000
1928,880,2,1,1,130000
2004,3550,4,3.75,2,959900
1913,2840,5,2.5,1,739000
1954,1330,3,1,1,320000
1942,740,2,1,1,250000
1988,2810,4,2.5,1.5,855000
1991,2830,3,2.5,2,710000
1991,3440,3,2.5,2,610000
1973,1240,3,1.75,1,380000
1909,2570,4,3,2,1180000
2004,4610,5,4.25,2,1170000
1919,2430,4,2.5,2,990000
1990,3780,4,2.5,2,980000
2006,3560,4,3.5,2,833000
1951,1870,3,2,1,832500
1998,3520,4,2.5,2,828000
1974,2040,3,2.5,1,726000
1968,3180,5,2,1,708000
1911,2570,6,2,1.5,705000
2003,2780,4,2.5,2,690000
1961,2240,4,2,1,649000
2014,2760,4,3.25,2,641000
1991,2580,3,2.5,2,640000
1940,2360,3,1.75,1,631750
1900,1490,2,1.5,1.5,625000
1925,1240,3,1,1,625000
1961,2710,4,1.75,1,624000
2011,1830,2,2.5,2,600000
1974,3110,5,2.5,1,580000
1938,1500,3,1,1,578000
1900,1470,3,1.75,1.5,554600
